Chem_Name,SMI,INCHI,INCHIKEY,NeglogLD50,Source,CF_Bonds
"Undecanoic acid, 2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11-eicosafluoro-",O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,"InChI=1S/C11H2F20O2/c12-1(13)3(14,15)5(18,19)7(22,23)9(26,27)11(30,31)10(28,29)8(24,25)6(20,21)4(16,17)2(32)33/h1H,(H,32,33)",MMYNPHSPRPZSSN-UHFFFAOYSA-N,3.022938440444677,CATMOS,20
1-Nitro-3-(trifluoromethyl)benzene,O=[N+]([O-])c1cccc(C(F)(F)F)c1,"InChI=1S/C7H4F3NO2/c8-7(9,10)5-2-1-3-6(4-5)11(12)13/h1-4H",WHNAMGUAXHGCHH-UHFFFAOYSA-N,2.49594903248974,CATMOS,3
Benzovindiflupyr,Cn1cc(C(=O)Nc2cccc3c2C2CCC3C2=C(Cl)Cl)c(C(F)F)n1,"InChI=1S/C18H15Cl2F2N3O/c1-25-7-11(15(24-25)17(21)22)18(26)23-12-4-2-3-8-9-5-6-10(13(8)12)14(9)16(19)20/h2-4,7,9-10,17H,5-6H2,1H3,(H,23,26)",CCCGEKHKTPTUHJ-UHFFFAOYSA-N,3.859782189770274,CATMOS,2
"Benzimidazole, 6-bromo-4-chloro-2-(trifluoromethyl)-",FC(F)(F)c1nc2c(Cl)cc(Br)cc2[nH]1,"InChI=1S/C8H3BrClF3N2/c9-3-1-4(10)6-5(2-3)14-7(15-6)8(11,12)13/h1-2H,(H,14,15)",GQUMVBCXDLOULU-UHFFFAOYSA-N,4.670047804140436,CATMOS,3
"3-Pyridinecarboxylic acid, 1,2,5,6-tetrahydro-1-(2-(bis(4-(trifluoromethyl)phenyl)methoxy)ethyl)-, hydrochloride",O=C(O)C1=CCCN(CCOC(c2ccc(C(F)(F)F)cc2)c2ccc(C(F)(F)F)cc2)C1,"InChI=1S/C23H21F6NO3/c24-22(25,26)18-7-3-15(4-8-18)20(16-5-9-19(10-6-16)23(27,28)29)33-13-12-30-11-1-2-17(14-30)21(31)32/h2-10,20H,1,11-14H2,(H,31,32)",CMHQDSBIBSKHFP-UHFFFAOYSA-N,2.723902660759855,CATMOS,6
Ciba 2696-Go,CNC(=S)NNc1cc(C(F)(F)F)cc(C(F)(F)F)c1,"InChI=1S/C10H9F6N3S/c1-17-8(20)19-18-7-3-5(9(11,12)13)2-6(4-7)10(14,15)16/h2-4,18H,1H3,(H2,17,19,20)",ORMMCUAXJAUNIG-UHFFFAOYSA-N,2.8844122409840627,CATMOS,6
Triflumidate,CCOC(=O)N(c1cccc(C(=O)c2ccccc2)c1)S(=O)(=O)C(F)(F)F,"InChI=1S/C17H14F3NO5S/c1-2-26-16(23)21(27(24,25)17(18,19)20)14-10-6-9-13(11-14)15(22)12-7-4-3-5-8-12/h3-11H,2H2,1H3",ULANGSAJTINEBA-UHFFFAOYSA-N,1.9314383941930064,CATMOS,3
Dinitramine,CCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)c(N)c1[N+](=O)[O-],"InChI=1S/C11H13F3N4O4/c1-3-16(4-2)9-7(17(19)20)5-6(11(12,13)14)8(15)10(9)18(21)22/h5H,3-4,15H2,1-2H3",OFDYMSKSGFSLLM-UHFFFAOYSA-N,1.983138685026168,CATMOS,3
"Benzimidazole, 5,6-dichloro-4-nitro-2-(trifluoromethyl)-",O=[N+]([O-])c1c(Cl)c(Cl)cc2[nH]c(C(F)(F)F)nc12,"InChI=1S/C8H2Cl2F3N3O2/c9-2-1-3-5(6(4(2)10)16(17)18)15-7(14-3)8(11,12)13/h1H,(H,14,15)",DCCVVWRWIMIAHK-UHFFFAOYSA-N,3.51811315703257,CATMOS,3
Lomefloxacin hydrochloride,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21,"InChI=1S/C17H19F2N3O3/c1-3-21-8-11(17(24)25)16(23)10-6-12(18)15(13(19)14(10)21)22-5-4-20-9(2)7-22/h6,8-9,20H,3-5,7H2,1-2H3,(H,24,25)",ZEKZLJVOYLTDKK-UHFFFAOYSA-N,2.3537340734247287,CATMOS,2
Carfentrazone-ethyl,CCOC(=O)C(Cl)Cc1cc(-n2nc(C)n(C(F)F)c2=O)c(F)cc1Cl,"InChI=1S/C15H14Cl2F3N3O3/c1-3-26-13(24)10(17)4-8-5-12(11(18)6-9(8)16)23-15(25)22(14(19)20)7(2)21-23/h5-6,10,14H,3-4H2,1-2H3",MLKCGVHIFJBRCD-UHFFFAOYSA-N,1.814282577130283,CATMOS,3
"Benzimidazole, 5-nitro-4,6,7-trichloro-2-(trifluoromethyl)-",O=[N+]([O-])c1c(Cl)c(Cl)c2[nH]c(C(F)(F)F)nc2c1Cl,"InChI=1S/C8HCl3F3N3O2/c9-1-2(10)6(17(18)19)3(11)5-4(1)15-7(16-5)8(12,13)14/h(H,15,16)",BRXRYLRPUIZHDY-UHFFFAOYSA-N,4.3583391169363805,CATMOS,3
"Benzimidazole-4,7-diol, 2-(trifluoromethyl)-",Oc1ccc(O)c2[nH]c(C(F)(F)F)nc12,"InChI=1S/C8H5F3N2O2/c9-8(10,11)7-12-5-3(14)1-2-4(15)6(5)13-7/h1-2,14-15H,(H,12,13)",DCFYIZVYJUHHPR-UHFFFAOYSA-N,3.876325365348493,CATMOS,3
".alpha.,.beta.,.beta.-Trifluorostyrene",FC(F)=C(F)c1ccccc1,InChI=1S/C8H5F3/c9-7(8(10)11)6-4-2-1-3-5-6/h1-5H,SUTQSIHGGHVXFK-UHFFFAOYSA-N,1.8010522901905892,CATMOS,3
"2-Chloro-1,3-dinitro-5-(trifluoromethyl)benzene",O=[N+]([O-])c1cc(C(F)(F)F)cc([N+](=O)[O-])c1Cl,"InChI=1S/C7H2ClF3N2O4/c8-6-4(12(14)15)1-3(7(9,10)11)2-5(6)13(16)17/h1-2H",HFHAVERNVFNSHL-UHFFFAOYSA-N,2.4637645897146654,CATMOS,3
"Ethane, 1,1'-[methylenebis(oxy)]bis[2-fluoro-2,2-dinitro-",O=[N+]([O-])C(F)(COCOCC(F)([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],"InChI=1S/C5H6F2N4O10/c6-4(8(12)13,9(14)15)1-20-3-21-2-5(7,10(16)17)11(18)19/h1-3H2",WSZPRLKJOJINEP-UHFFFAOYSA-N,2.1250974965067204,CATMOS,2
"Acetic acid, difluoro-, ethyl ester",CCOC(=O)C(F)F,"InChI=1S/C4H6F2O2/c1-2-8-4(7)3(5)6/h3H,2H2,1H3",GZKHDVAKKLTJPO-UHFFFAOYSA-N,1.654232194608413,CATMOS,2
Diflucortolone valerate,CCCCC(=O)OCC(=O)C1C(C)CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,"InChI=1S/C27H36F2O5/c1-5-6-7-23(33)34-14-21(31)24-15(2)10-17-18-12-20(28)19-11-16(30)8-9-26(19,4)27(18,29)22(32)13-25(17,24)3/h8-9,11,15,17-18,20,22,24,32H,5-7,10,12-14H2,1-4H3",HHJIUUAMYGBVSD-UHFFFAOYSA-N,2.188589221653105,CATMOS,2
"3-Pyridinecarboxamide, N-(5-amino-2-(trifluoromethyl)phenyl)-, dihydrochloride",Nc1ccc(C(F)(F)F)c(NC(=O)c2cccnc2)c1,"InChI=1S/C13H10F3N3O/c14-13(15,16)10-4-3-9(17)6-11(10)19-12(20)8-2-1-5-18-7-8/h1-7H,17H2,(H,19,20)",ZXIUIARDVIRJNR-UHFFFAOYSA-N,2.5459824696074747,CATMOS,3
"Benzimidazole, 5-bromo-2-(trifluoromethyl)-",FC(F)(F)c1nc2ccc(Br)cc2[nH]1,"InChI=1S/C8H4BrF3N2/c9-4-1-2-5-6(3-4)14-7(13-5)8(10,11)12/h1-3H,(H,13,14)",FKSDCMMCSWXZLS-UHFFFAOYSA-N,3.733102233849421,CATMOS,3
"Benzimidazole, 6-chloro-4,5,7-tribromo-2-(trifluoromethyl)-",FC(F)(F)c1nc2c(Br)c(Br)c(Cl)c(Br)c2[nH]1,"InChI=1S/C8HBr3ClF3N2/c9-1-2(10)5-6(3(11)4(1)12)17-7(16-5)8(13,14)15/h(H,16,17)",CHZJVQDAPMZVIA-UHFFFAOYSA-N,4.739996237898351,CATMOS,3
"2,2,2-Trifluoroethanol",OCC(F)(F)F,"InChI=1S/C2H3F3O/c3-2(4,5)1-6/h6H,1H2",RHQDFWAXVIIEBN-UHFFFAOYSA-N,2.7424907669592478,CATMOS,3
3-(Difluoromethyl)-1-methyl-1H-pyrazole-4-carbonyl chloride,Cn1cc(C(=O)Cl)c(C(F)F)n1,"InChI=1S/C6H5ClF2N2O/c1-11-2-3(5(7)12)4(10-11)6(8)9/h2,6H,1H3",MZGPCLIDFPCPTI-UHFFFAOYSA-N,1.849580824339199,CATMOS,2
"N,N,N,-Triethylethanaminium 1,1,2,2,3,3,4,4,4-nonafluorobutane-1-sulfonate",CC[N+](CC)(CC)C(C)OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1S/C12H19F9NO3S/c1-5-22(6-2,7-3)8(4)25-26(23,24)12(20,21)10(15,16)9(13,14)11(17,18)19/h8H,5-7H2,1-4H3/q+1",YHJYQOPSLSJYOP-UHFFFAOYSA-N,2.1922950002380093,CATMOS,9
Perfluidone,Cc1cc(S(=O)(=O)c2ccccc2)ccc1NS(=O)(=O)C(F)(F)F,"InChI=1S/C14H12F3NO4S2/c1-10-9-12(23(19,20)11-5-3-2-4-6-11)7-8-13(10)18-24(21,22)14(15,16)17/h2-9,18H,1H3",WHTBVLXUSXVMEV-UHFFFAOYSA-N,2.77767186692596,CATMOS,3
Fentrifanil,O=[N+]([O-])c1cc([N+](=O)[O-])c(Nc2cc(C(F)(F)F)ccc2Cl)c(C(F)(F)F)c1,"InChI=1S/C14H6ClF6N3O4/c15-9-2-1-6(13(16,17)18)3-10(9)22-12-8(14(19,20)21)4-7(23(25)26)5-11(12)24(27)28/h1-5,22H",FVJQBZVCJVMBIP-UHFFFAOYSA-N,3.659997070510362,CATMOS,6
"1,8-Naphthyridin-2(1H)-one, 3-methyl-1-(3-(trifluoromethyl)phenyl)-",Cc1cc2cccnc2n(-c2cccc(C(F)(F)F)c2)c1=O,"InChI=1S/C16H11F3N2O/c1-10-8-11-4-3-7-20-14(11)21(15(10)22)13-6-2-5-12(9-13)16(17,18)19/h2-9H,1H3",TUYYQWHGLSNMRK-UHFFFAOYSA-N,3.075020596510177,CATMOS,3
"Acetic acid, ((1-(3-(trifluoromethyl)phenyl)-1H-pyrazolo(3,4-b)pyridin-3-yl)oxy)- (9CI)",O=C(O)COc1nn(-c2cccc(C(F)(F)F)c2)c2ncccc12,"InChI=1S/C15H10F3N3O3/c16-15(17,18)9-3-1-4-10(7-9)21-13-11(5-2-6-19-13)14(20-21)24-8-12(22)23/h1-7H,8H2,(H,22,23)",OSBPZONQNBPENH-UHFFFAOYSA-N,2.527960972516881,CATMOS,3
Fluphenazine enanthate,CCCCCCC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,"InChI=1S/C29H38F3N3O2S/c1-2-3-4-5-11-28(36)37-21-20-34-18-16-33(17-19-34)14-8-15-35-24-9-6-7-10-26(24)38-27-13-12-23(22-25(27)35)29(30,31)32/h6-7,9-10,12-13,22H,2-5,8,11,14-21H2,1H3",LRWSFOSWNAQHHW-UHFFFAOYSA-N,3.3784002711134837,CATMOS,3
Flonicamid,N#CCNC(=O)c1cnccc1C(F)(F)F,"InChI=1S/C9H6F3N3O/c10-9(11,12)7-1-3-14-5-6(7)8(16)15-4-2-13/h1,3,5H,4H2,(H,15,16)",RLQJEEJISHYWON-UHFFFAOYSA-N,2.237597184663011,CATMOS,3
,CC1CC(OC(=O)C(C)(C)Oc2cccc(C(F)(F)F)c2)CC(C)(C)C1,"InChI=1S/C20H27F3O3/c1-13-9-16(12-18(2,3)11-13)25-17(24)19(4,5)26-15-8-6-7-14(10-15)20(21,22)23/h6-8,10,13,16H,9,11-12H2,1-5H3",ZQIKVVUTIPPKNE-UHFFFAOYSA-N,1.6959798952923375,CATMOS,3
Thiazopyr,COC(=O)c1c(C(F)F)nc(C(F)(F)F)c(C2=NCCS2)c1CC(C)C,"InChI=1S/C16H17F5N2O2S/c1-7(2)6-8-9(15(24)25-3)11(13(17)18)23-12(16(19,20)21)10(8)14-22-4-5-26-14/h7,13H,4-6H2,1-3H3",YIJZJEYQBAAWRJ-UHFFFAOYSA-N,1.7230515655877394,CATMOS,5
"1-Butanesulfonamide, 1,1,2,2,3,3,4,4,4-nonafluoro-N-(2-hydroxyethyl)-N-methyl-",CN(CCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1S/C7H8F9NO3S/c1-17(2-3-18)21(19,20)7(15,16)5(10,11)4(8,9)6(12,13)14/h18H,2-3H2,1H3",DSRUAYIFDCHEEV-UHFFFAOYSA-N,2.113413564785457,CATMOS,9
,Cc1ccnc(SCCC(F)=C(F)F)n1,"InChI=1S/C9H9F3N2S/c1-6-2-4-13-9(14-6)15-5-3-7(10)8(11)12/h2,4H,3,5H2,1H3",NKPJVIJBXNJMEM-UHFFFAOYSA-N,2.443329736956532,CATMOS,3
"1H-Pyrazolo(3,4-b)pyridine, 3-butoxy-1-(alpha,alpha,alpha-trifluoro-m-tolyl)-",CCCCOc1nn(-c2cccc(C(F)(F)F)c2)c2ncccc12,"InChI=1S/C17H16F3N3O/c1-2-3-10-24-16-14-8-5-9-21-15(14)23(22-16)13-7-4-6-12(11-13)17(18,19)20/h4-9,11H,2-3,10H2,1H3",JYEZATRKDHFEPJ-UHFFFAOYSA-N,2.525471113808652,CATMOS,3
"Benzamide, N-[[(2,6-difluorophenyl)amino]carbonyl]-2,6-dimethoxy-",COc1cccc(OC)c1C(=O)NC(=O)Nc1c(F)cccc1F,"InChI=1S/C16H14F2N2O4/c1-23-11-7-4-8-12(24-2)13(11)15(21)20-16(22)19-14-9(17)5-3-6-10(14)18/h3-8H,1-2H3,(H2,19,20,21,22)",CDDPJKVQPVXRGW-UHFFFAOYSA-N,2.827749114569052,CATMOS,2
Lansoprazole,Cc1c(OCC(F)(F)F)ccnc1C[S+]([O-])c1nc2ccccc2[nH]1,"InChI=1S/C16H14F3N3O2S/c1-10-13(20-7-6-14(10)24-9-16(17,18)19)8-25(23)15-21-11-4-2-3-5-12(11)22-15/h2-7H,8-9H2,1H3,(H,21,22)",MJIHNNLFOKEZEW-UHFFFAOYSA-N,1.692398004471046,CATMOS,3
,NCCCC(N)(C(=O)O)C(F)F,"InChI=1S/C6H12F2N2O2/c7-4(8)6(10,5(11)12)2-1-3-9/h4H,1-3,9-10H2,(H,11,12)",VLCYCQAOQCDTCN-UHFFFAOYSA-N,1.385415594935723,CATMOS,2
Halopredone acetate,CC(=O)OCC(=O)C1(OC(C)=O)CCC2C3CC(F)C4=CC(=O)C(Br)=CC4(C)C3(F)C(O)CC21C,"InChI=1S/C25H29BrF2O7/c1-12(29)34-11-21(33)24(35-13(2)30)6-5-14-15-7-18(27)16-8-19(31)17(26)9-23(16,4)25(15,28)20(32)10-22(14,24)3/h8-9,14-15,18,20,32H,5-7,10-11H2,1-4H3",YCISZOVUHXIOFY-UHFFFAOYSA-N,1.8726611986438084,CATMOS,2
5-Hydroxyflufenamic acid,O=C(O)c1cc(O)ccc1Nc1cccc(C(F)(F)F)c1,"InChI=1S/C14H10F3NO3/c15-14(16,17)8-2-1-3-9(6-8)18-12-5-4-10(19)7-11(12)13(20)21/h1-7,18-19H,(H,20,21)",HXTLXQUVSUWKKB-UHFFFAOYSA-N,2.473095563753732,CATMOS,3
,FC(F)(F)c1cccc(N2CCc3ccccc3C2c2ccccc2)c1,"InChI=1S/C22H18F3N/c23-22(24,25)18-10-6-11-19(15-18)26-14-13-16-7-4-5-12-20(16)21(26)17-8-2-1-3-9-17/h1-12,15,21H,13-14H2",MERSLHVVBXWHTM-UHFFFAOYSA-N,2.548250569131952,CATMOS,3
"Ethanol, 2-((1-(3-(trifluoromethyl)phenyl)-1H-pyrazolo(3,4-b)pyridin-3-yl)oxy)- (9CI)",OCCOc1nn(-c2cccc(C(F)(F)F)c2)c2ncccc12,"InChI=1S/C15H12F3N3O2/c16-15(17,18)10-3-1-4-11(9-10)21-13-12(5-2-6-19-13)14(20-21)23-8-7-22/h1-6,9,22H,7-8H2",IOLVNDULVQTBBV-UHFFFAOYSA-N,2.5095707769573803,CATMOS,3
Trifloxystrobin,CON=C(C(=O)OC)c1ccccc1CON=C(C)c1cccc(C(F)(F)F)c1,"InChI=1S/C20H19F3N2O4/c1-13(14-8-6-9-16(11-14)20(21,22)23)24-29-12-15-7-4-5-10-17(15)18(25-28-3)19(26)27-2/h4-11H,12H2,1-3H3",ONCZDRURRATYFI-UHFFFAOYSA-N,1.7359989475602975,CATMOS,3
,Cn1c2cc(C(F)(F)F)ccc2c2oc(C(=O)NCCCN3CCCCC3)cc21,"InChI=1S/C21H24F3N3O2/c1-26-16-12-14(21(22,23)24)6-7-15(16)19-17(26)13-18(29-19)20(28)25-8-5-11-27-9-3-2-4-10-27/h6-7,12-13H,2-5,8-11H2,1H3,(H,25,28)",BPDXSVFHUFURAC-UHFFFAOYSA-N,2.6100593995060986,CATMOS,3
3-(Difluoromethyl)-1-methyl-1H-pyrazole-4-carboxylic acid,Cn1cc(C(=O)O)c(C(F)F)n1,"InChI=1S/C6H6F2N2O2/c1-10-2-3(6(11)12)4(9-10)5(7)8/h2,5H,1H3,(H,11,12)",RLOHOBNEYHBZID-UHFFFAOYSA-N,1.806323018171777,CATMOS,2
Tosufloxacin toluenesulfonic acid,NC1CCN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)C1,"InChI=1S/C19H15F3N4O3/c20-9-1-2-15(13(21)5-9)26-8-12(19(28)29)16(27)11-6-14(22)18(24-17(11)26)25-4-3-10(23)7-25/h1-2,5-6,8,10H,3-4,7,23H2,(H,28,29)",WUWFMDMBOJLQIV-UHFFFAOYSA-N,1.828604048945984,CATMOS,3
"1H-Pyrazolecarboxamide, 4-bromo-5-methyl-N-(3-(trifluoromethyl)phenyl)-",Cc1[nH]nc(C(=O)Nc2cccc(C(F)(F)F)c2)c1Br,"InChI=1S/C12H9BrF3N3O/c1-6-9(13)10(19-18-6)11(20)17-8-4-2-3-7(5-8)12(14,15)16/h2-5H,1H3,(H,17,20)(H,18,19)",SAVMNLAMXVSNRW-UHFFFAOYSA-N,1.99766342557777,CATMOS,3
Flumethasone pivalate,CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)COC(=O)C(C)(C)C,"InChI=1S/C27H36F2O6/c1-14-9-16-17-11-19(28)18-10-15(30)7-8-24(18,5)26(17,29)20(31)12-25(16,6)27(14,34)21(32)13-35-22(33)23(2,3)4/h7-8,10,14,16-17,19-20,31,34H,9,11-13H2,1-6H3",JWRMHDSINXPDHB-UHFFFAOYSA-N,2.150164115316624,CATMOS,2
"Ethane, 2-chloro-1,1-difluoro-",FC(F)CCl,"InChI=1S/C2H3ClF2/c3-1-2(4)5/h2H,1H2",ATEBGNALLCMSGS-UHFFFAOYSA-N,1.5626538641386845,CATMOS,2
Fludioxonil,N#Cc1c[nH]cc1-c1cccc2c1OC(F)(F)O2,"InChI=1S/C12H6F2N2O2/c13-12(14)17-10-3-1-2-8(11(10)18-12)9-6-16-5-7(9)4-15/h1-3,5-6,16H",MUJOIMFVNIBMKC-UHFFFAOYSA-N,1.5197195159475991,CATMOS,2
"(S,S)-1,1,1,2,2,3,4,5,5,5-decafluoropentane",FC(C(F)C(F)(F)C(F)(F)F)C(F)(F)F,"InChI=1S/C5H2F10/c6-1(2(7)4(10,11)12)3(8,9)5(13,14)15/h1-2H",RIQRGMUSBYGDBL-UHFFFAOYSA-N,1.6055389259168744,CATMOS,10
"Benzoic acid, 5-hydroxy-2-((4-hydroxy-3-(trifluoromethyl)phenyl)amino)-",O=C(O)c1cc(O)ccc1Nc1ccc(O)c(C(F)(F)F)c1,"InChI=1S/C14H10F3NO4/c15-14(16,17)10-5-7(1-4-12(10)20)18-11-3-2-8(19)6-9(11)13(21)22/h1-6,18-20H,(H,21,22)",ZSUPWVOAEVDEBK-UHFFFAOYSA-N,2.495864736983301,CATMOS,3
Lactofen,CCOC(=O)C(C)OC(=O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],"InChI=1S/C19H15ClF3NO7/c1-3-29-17(25)10(2)30-18(26)13-9-12(5-6-15(13)24(27)28)31-16-7-4-11(8-14(16)20)19(21,22)23/h4-10H,3H2,1-2H3",CONWAEURSVPLRM-UHFFFAOYSA-N,2.2249407670818564,CATMOS,3
2-(Trifluoromethyl)benzenesulfonamide,NS(=O)(=O)c1ccccc1C(F)(F)F,"InChI=1S/C7H6F3NO2S/c8-7(9,10)5-3-1-2-4-6(5)14(11,12)13/h1-4H,(H2,11,12,13)",AFFPZJFLSDVZBV-UHFFFAOYSA-N,2.2918531891274605,CATMOS,3
"N-{3-[5-Bromo-1-(2,6-dichlorobenzoyl)-1H-pyrrolo[2,3-b]pyridine-3-carbonyl]-2,4-difluorophenyl}propane-1-sulfonamide",CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2cn(C(=O)c3c(Cl)cccc3Cl)c3ncc(Br)cc23)c1F,"InChI=1S/C24H16BrCl2F2N3O4S/c1-2-8-37(35,36)31-18-7-6-17(28)20(21(18)29)22(33)14-11-32(23-13(14)9-12(25)10-30-23)24(34)19-15(26)4-3-5-16(19)27/h3-7,9-11,31H,2,8H2,1H3",UNMVKSILGFGKIZ-UHFFFAOYSA-N,2.360732815899301,CATMOS,2
Fleroxacin,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CCF)c3c2F)CC1,"InChI=1S/C17H18F3N3O3/c1-21-4-6-22(7-5-21)15-12(19)8-10-14(13(15)20)23(3-2-18)9-11(16(10)24)17(25)26/h8-9H,2-7H2,1H3,(H,25,26)",XBJBPGROQZJDOJ-UHFFFAOYSA-N,1.9653698811093687,CATMOS,3
,FC(F)(F)c1cccc(-n2nc(OCCN3CCCCCC3)c3cccnc32)c1,"InChI=1S/C21H23F3N4O/c22-21(23,24)16-7-5-8-17(15-16)28-19-18(9-6-10-25-19)20(26-28)29-14-13-27-11-3-1-2-4-12-27/h5-10,15H,1-4,11-14H2",DPXRCERCUVACRU-UHFFFAOYSA-N,2.6068498064280825,CATMOS,3
Penoxsulam,COc1cnc(OC)n2nc(NS(=O)(=O)c3c(OCC(F)F)cccc3C(F)(F)F)nc12,"InChI=1S/C16H14F5N5O5S/c1-29-10-6-22-15(30-2)26-13(10)23-14(24-26)25-32(27,28)12-8(16(19,20)21)4-3-5-9(12)31-7-11(17)18/h3-6,11H,7H2,1-2H3,(H,24,25)",SYJGKVOENHZYMQ-UHFFFAOYSA-N,1.809222921689422,CATMOS,5
Quazepam,Fc1ccccc1C1=NCC(=S)N(CC(F)(F)F)c2ccc(Cl)cc21,"InChI=1S/C17H11ClF4N2S/c18-10-5-6-14-12(7-10)16(11-3-1-2-4-13(11)19)23-8-15(25)24(14)9-17(20,21)22/h1-7H,8-9H2",IKMPWMZBZSAONZ-UHFFFAOYSA-N,1.7124263248060287,CATMOS,4
Primisulfuron-methyl,COC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc1nc(OC(F)F)cc(OC(F)F)n1,"InChI=1S/C15H12F4N4O7S/c1-28-11(24)7-4-2-3-5-8(7)31(26,27)23-15(25)22-14-20-9(29-12(16)17)6-10(21-14)30-13(18)19/h2-6,12-13H,1H3,(H2,20,21,22,23,25)",ZTYVMAQSHCZXLF-UHFFFAOYSA-N,1.967270800791619,CATMOS,4
Diflubenzuron,O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(Cl)cc1,"InChI=1S/C14H9ClF2N2O2/c15-8-4-6-9(7-5-8)18-14(21)19-13(20)12-10(16)2-1-3-11(12)17/h1-7H,(H2,18,19,20,21)",QQQYTWIFVNKMRW-UHFFFAOYSA-N,1.9162121874367368,CATMOS,2
Sulfluramid,CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1S/C10H6F17NO2S/c1-2-28-31(29,30)10(26,27)8(21,22)6(17,18)4(13,14)3(11,12)5(15,16)7(19,20)9(23,24)25/h28H,2H2,1H3",CCEKAJIANROZEO-UHFFFAOYSA-N,2.9871722768823155,CATMOS,17
"3,3-dichloro-1,1,1,2,2-pentafluoropropane",FC(F)(F)C(F)(F)C(Cl)Cl,"InChI=1S/C3HCl2F5/c4-1(5)2(6,7)3(8,9)10/h1H",COAUHYBSXMIJDK-UHFFFAOYSA-N,1.4322999725567769,CATMOS,5
Fluoperazine dihydrochloride,CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,"InChI=1S/C21H24F3N3S/c1-25-11-13-26(14-12-25)9-4-10-27-17-5-2-3-6-19(17)28-20-8-7-16(15-18(20)27)21(22,23)24/h2-3,5-8,15H,4,9-14H2,1H3",ZEWQUBUPAILYHI-UHFFFAOYSA-N,2.875333112221106,CATMOS,3
"Benzene, 1,3-bis(trifluoromethyl)-",FC(F)(F)c1cccc(C(F)(F)F)c1,"InChI=1S/C8H4F6/c9-7(10,11)5-2-1-3-6(4-5)8(12,13)14/h1-4H",SJBBXFLOLUTGCW-UHFFFAOYSA-N,1.891142304326268,CATMOS,6
4-(Trifluoromethoxy)phenyl isocyanate,O=C=Nc1ccc(OC(F)(F)F)cc1,"InChI=1S/C8H4F3NO2/c9-8(10,11)14-7-3-1-6(2-4-7)12-5-13/h1-4H",LGPKFIGMLPDYEA-UHFFFAOYSA-N,2.0605140002358664,CATMOS,3
1-Chloro-2-nitro-4-(trifluoromethyl)benzene,O=[N+]([O-])c1cc(C(F)(F)F)ccc1Cl,"InChI=1S/C7H3ClF3NO2/c8-5-2-1-4(7(9,10)11)3-6(5)12(13)14/h1-3H",TZGFQIXRVUHDLE-UHFFFAOYSA-N,2.3218401436165146,CATMOS,3
Trifluoromethanesulfonic acid,O=S(=O)(O)C(F)(F)F,"InChI=1S/CHF3O3S/c2-1(3,4)8(5,6)7/h(H,5,6,7)",ITMCEJHCFYSIIV-UHFFFAOYSA-N,2.01018016938348,CATMOS,3
"1H,1H,2H,2H-Perfluorooctyl iodide",FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCI,"InChI=1S/C8H4F13I/c9-3(10,1-2-22)4(11,12)5(13,14)6(15,16)7(17,18)8(19,20)21/h1-2H2",NVVZEKTVIXIUKW-UHFFFAOYSA-N,2.0882900437930867,CATMOS,13
PFDA,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1S/C10HF19O2/c11-2(12,1(30)31)3(13,14)4(15,16)5(17,18)6(19,20)7(21,22)8(23,24)9(25,26)10(27,28)29/h(H,30,31)",PCIUEQPBYFRTEM-UHFFFAOYSA-N,3.95515416293284,CATMOS,19
